date,venue,innings,target,team,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,d1,r1,w1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,1.10,1.11,1.12,d2,r2,w2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,2.10,2.11,2.12,d3,r3,w3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,3.10,3.11,3.12,d4,r4,w4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,4.10,4.11,4.12,d5,r5,w5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,5.10,5.11,5.12,d6,r6,w6
2018-05-08,Sawai Mansingh Stadium,1,,Rajasthan Royals,1,2,4,4,0,0,,,,,,,6,11,0,1,1,1,4,6,1,,,,,,,6,14,0,4,1,0,0,4,1,,,,,,,6,10,0,0,1,1,0,1,0,,,,,,,6,3,1,0,1,4,1,1,1,6,,,,,,7,14,0,0,4,4,1,1,1,,,,,,,6,11,0
2018-05-08,Sawai Mansingh Stadium,2,158,Kings XI Punjab,0,0,4,0,0,0,,,,,,,6,4,0,1,0,0,0,2,6,,,,,,,6,9,0,1,0,0,1,1,1,0,,,,,,7,4,2,1,1,0,0,1,0,,,,,,,6,3,1,1,1,2,0,1,0,,,,,,,6,5,0,4,0,0,0,4,0,,,,,,,6,8,0
2018-05-09,Eden Gardens,1,,Mumbai Indians,0,0,0,4,0,1,,,,,,,6,5,0,1,0,1,0,0,6,,,,,,,6,8,0,0,4,1,4,1,1,,,,,,,6,11,0,1,0,0,1,0,4,,,,,,,6,6,0,0,0,1,4,0,2,,,,,,,6,7,0,4,4,1,0,1,0,,,,,,,6,10,1
2018-05-09,Eden Gardens,2,210,Kolkata Knight Riders,4,0,0,4,4,0,,,,,,,6,12,1,0,0,1,0,1,0,,,,,,,6,2,0,0,0,6,4,0,1,,,,,,,6,11,0,0,0,1,0,6,0,,,,,,,6,7,1,0,0,1,6,0,0,,,,,,,6,7,0,4,0,4,0,0,0,,,,,,,6,8,0
2018-05-10,Feroz Shah Kotla,1,,Delhi Daredevils,0,0,2,0,1,0,,,,,,,6,3,0,1,4,0,1,1,1,,,,,,,6,8,0,0,0,4,0,1,0,,,,,,,6,5,0,0,1,4,0,0,0,,,,,,,6,5,2,0,0,0,1,1,0,,,,,,,6,2,0,4,4,4,0,2,1,,,,,,,6,15,0
2018-05-10,Feroz Shah Kotla,2,187,Sunrisers Hyderabad,0,0,0,2,4,0,,,,,,,6,6,0,1,0,4,4,0,1,,,,,,,6,10,1,0,1,1,0,1,1,,,,,,,6,4,0,1,1,4,1,0,2,,,,,,,6,9,0,1,0,2,1,1,4,,,,,,,6,9,0,4,6,1,1,1,0,,,,,,,6,13,0
2018-05-11,Sawai Mansingh Stadium,1,,Chennai Super Kings,1,0,1,1,4,1,,,,,,,6,8,0,0,4,1,4,1,1,,,,,,,6,11,0,0,4,1,1,4,0,1,0,,,,,8,11,1,0,4,4,1,1,1,,,,,,,6,11,0,0,1,1,1,4,1,0,,,,,,7,8,0,1,3,1,1,0,0,0,,,,,,7,6,0
2018-05-11,Sawai Mansingh Stadium,2,176,Rajasthan Royals,4,4,4,0,0,1,,,,,,,6,13,0,0,4,0,4,6,0,,,,,,,6,14,0,0,0,1,0,4,1,,,,,,,6,6,0,4,1,0,4,6,0,,,,,,,6,15,1,1,0,4,0,1,1,,,,,,,6,7,1,0,1,1,0,0,0,0,,,,,,7,2,0
2018-05-12,Feroz Shah Kotla,1,,Delhi Daredevils,0,1,1,1,1,0,,,,,,,6,4,1,6,0,0,1,0,4,0,,,,,,7,11,0,0,0,1,0,1,4,,,,,,,6,6,1,0,4,1,2,0,0,0,,,,,,7,7,0,1,1,1,4,0,4,,,,,,,6,11,0,2,0,1,1,0,1,,,,,,,6,5,0
2018-05-12,Feroz Shah Kotla,2,181,Royal Challengers Bangalore,1,0,1,0,4,0,,,,,,,6,6,0,0,1,1,4,1,0,,,,,,,6,7,1,0,1,4,0,0,0,,,,,,,6,5,1,0,4,1,6,4,0,2,,,,,,7,17,0,0,0,4,1,4,1,,,,,,,6,10,0,1,1,0,6,1,4,,,,,,,6,13,0
2018-05-12,Holkar Cricket Stadium,1,,Kolkata Knight Riders,0,4,4,0,0,1,,,,,,,6,9,0,0,1,0,1,1,3,,,,,,,6,6,0,1,0,1,0,0,2,,,,,,,6,4,0,1,0,6,4,1,1,,,,,,,6,13,0,6,1,0,4,0,4,,,,,,,6,15,0,6,0,1,4,0,1,,,,,,,6,12,1
2018-05-12,Holkar Cricket Stadium,2,245,Kings XI Punjab,1,1,6,6,1,0,,,,,,,6,15,0,4,0,1,1,1,1,,,,,,,6,8,0,1,1,4,1,4,1,1,,,,,,7,13,0,1,4,1,1,0,0,,,,,,,6,7,0,6,0,0,1,0,1,,,,,,,6,8,0,6,0,0,0,0,1,,,,,,,6,7,2
2018-05-13,Wankhede Stadium,1,,Mumbai Indians,0,0,4,4,1,1,4,,,,,,7,14,0,0,4,0,1,0,1,,,,,,,6,6,0,0,0,1,0,3,1,0,0,,,,,8,5,0,0,1,0,4,0,4,,,,,,,6,9,0,4,0,1,0,1,0,,,,,,,6,6,0,1,0,4,1,1,4,,,,,,,6,11,0
2018-05-13,Wankhede Stadium,2,168,Rajasthan Royals,4,5,0,0,0,0,4,,,,,,7,13,1,0,1,1,1,1,0,1,,,,,,7,5,0,1,1,1,0,1,1,,,,,,,6,5,0,4,0,1,0,4,1,0,,,,,,7,10,0,0,1,4,6,0,0,,,,,,,6,11,0,2,1,0,4,0,0,,,,,,,6,7,0
2018-05-13,Maharashtra Cricket Association Stadium,1,,Sunrisers Hyderabad,1,0,0,0,0,0,,,,,,,6,1,0,4,0,0,0,1,0,,,,,,,6,5,0,0,1,1,4,4,0,,,,,,,6,10,0,1,1,0,0,0,0,,,,,,,6,2,1,1,4,0,0,0,1,,,,,,,6,6,0,0,1,0,1,1,1,1,,,,,,7,5,0
2018-05-13,Maharashtra Cricket Association Stadium,2,179,Chennai Super Kings,2,0,4,0,0,1,,,,,,,6,7,0,0,6,0,0,1,1,,,,,,,6,8,0,0,0,0,1,6,6,,,,,,,6,13,0,0,6,0,1,0,1,,,,,,,6,8,0,1,0,0,4,1,1,,,,,,,6,7,0,4,0,1,4,0,1,,,,,,,6,10,0
2018-05-14,Holkar Cricket Stadium,1,,Kings XI Punjab,0,0,1,0,0,0,,,,,,,6,1,0,0,0,0,0,0,6,,,,,,,6,6,0,0,0,0,1,6,0,,,,,,,6,7,0,4,0,1,1,4,4,,,,,,,6,14,0,2,6,0,1,4,0,,,,,,,6,13,2,0,0,1,0,4,1,,,,,,,6,6,1
2018-05-14,Holkar Cricket Stadium,2,88,Royal Challengers Bangalore,1,1,1,1,1,4,,,,,,,6,9,0,0,0,1,4,4,2,,,,,,,6,11,0,6,4,0,1,4,1,0,,,,,,7,16,0,1,0,1,0,1,0,,,,,,,6,3,0,1,4,1,1,4,4,,,,,,,6,15,0,0,1,1,0,4,6,,,,,,,6,12,0
2018-05-15,Eden Gardens,1,,Rajasthan Royals,1,0,0,1,0,0,,,,,,,6,2,0,0,1,6,4,4,4,,,,,,,6,19,0,4,6,4,4,6,4,,,,,,,6,28,0,0,4,0,1,1,0,4,,,,,,7,10,0,0,2,1,1,0,0,,,,,,,6,4,1,1,0,0,0,0,4,,,,,,,6,5,0
2018-05-15,Eden Gardens,2,142,Kolkata Knight Riders,6,4,6,4,1,0,,,,,,,6,21,0,0,0,0,0,0,0,,,,,,,6,0,1,0,0,1,6,4,0,,,,,,,6,11,0,1,0,1,2,0,4,,,,,,,6,8,1,0,0,0,0,4,2,,,,,,,6,6,0,0,1,1,1,1,0,1,,,,,,7,5,0
2018-05-16,Wankhede Stadium,1,,Mumbai Indians,1,1,1,0,4,0,0,,,,,,7,7,0,0,1,0,1,6,1,,,,,,,6,9,0,1,4,0,6,6,4,,,,,,,6,21,0,0,0,0,0,2,0,,,,,,,6,2,1,1,4,0,6,6,1,,,,,,,6,18,0,1,1,0,0,1,0,,,,,,,6,3,2
2018-05-16,Wankhede Stadium,2,186,Kings XI Punjab,1,1,6,0,0,0,,,,,,,6,8,0,0,0,1,0,0,0,,,,,,,6,1,0,6,4,1,0,4,4,,,,,,,6,19,0,4,1,1,0,0,0,,,,,,,6,6,1,0,1,1,2,2,6,,,,,,,6,12,0,4,1,0,1,4,1,,,,,,,6,11,0
2018-05-17,M.Chinnaswamy Stadium,1,,Royal Challengers Bangalore,0,0,1,4,1,0,,,,,,,6,6,1,4,4,0,1,1,1,,,,,,,6,11,0,4,4,0,0,1,0,,,,,,,6,9,0,4,0,1,1,1,1,,,,,,,6,8,0,0,0,0,4,0,1,,,,,,,6,5,1,0,0,1,4,0,0,,,,,,,6,5,0
2018-05-17,M.Chinnaswamy Stadium,2,218,Sunrisers Hyderabad,0,0,0,1,0,2,,,,,,,6,3,0,6,0,0,1,6,1,,,,,,,6,14,0,4,6,0,0,1,0,,,,,,,6,11,0,0,1,1,1,1,0,,,,,,,6,4,0,6,1,1,1,0,6,,,,,,,6,15,0,0,0,4,1,0,4,,,,,,,6,9,1
2018-05-18,Feroz Shah Kotla,1,,Delhi Daredevils,1,0,0,0,0,4,0,,,,,,7,5,0,2,1,0,1,0,0,,,,,,,6,4,0,0,1,0,6,1,0,1,,,,,,7,9,0,1,2,0,2,1,0,,,,,,,6,6,0,0,1,0,4,0,4,,,,,,,6,9,1,2,0,0,0,4,0,,,,,,,6,6,0
2018-05-18,Feroz Shah Kotla,2,162,Chennai Super Kings,0,0,0,0,2,1,,,,,,,6,3,0,0,2,0,0,0,0,,,,,,,6,2,0,0,1,6,0,1,1,,,,,,,6,9,0,0,0,1,1,4,0,,,,,,,6,6,0,0,0,1,0,1,0,,,,,,,6,2,0,6,0,4,0,6,6,,,,,,,6,22,0
2018-05-19,Sawai Mansingh Stadium,1,,Rajasthan Royals,2,0,0,0,0,0,,,,,,,6,2,0,0,0,0,0,0,0,,,,,,,6,0,1,1,2,1,6,0,0,,,,,,,6,10,0,0,4,0,4,1,4,,,,,,,6,13,0,4,1,2,1,1,1,,,,,,,6,10,0,4,4,1,0,1,0,,,,,,,6,10,0
2018-05-19,Sawai Mansingh Stadium,2,164,Royal Challengers Bangalore,0,0,0,1,1,0,,,,,,,6,2,0,6,0,0,1,1,6,,,,,,,6,14,0,1,1,1,1,0,1,,,,,,,6,5,1,2,4,0,0,4,4,,,,,,,6,14,0,0,1,4,0,1,4,,,,,,,6,10,0,0,1,4,0,4,1,,,,,,,6,10,0
2018-05-19,"Rajiv Gandhi International Stadium, Uppal",1,,Sunrisers Hyderabad,4,0,0,0,0,1,,,,,,,6,5,0,4,1,1,1,4,0,0,,,,,,7,11,0,0,1,0,6,1,4,4,4,,,,,8,20,0,1,0,1,1,1,0,,,,,,,6,4,0,0,4,0,2,1,4,,,,,,,6,11,0,0,1,6,0,1,0,1,,,,,,7,9,0
2018-05-19,"Rajiv Gandhi International Stadium, Uppal",2,172,Kolkata Knight Riders,0,0,4,1,1,4,,,,,,,6,10,0,0,4,4,4,0,1,1,6,,,,,8,20,0,0,6,0,4,0,1,,,,,,,6,11,0,1,4,6,0,1,0,,,,,,,6,12,1,0,4,1,1,0,0,1,,,,,,7,7,0,0,1,0,1,4,0,,,,,,,6,6,0
2018-05-20,Feroz Shah Kotla,1,,Delhi Daredevils,1,2,0,1,1,4,,,,,,,6,9,0,0,4,1,2,0,4,,,,,,,6,11,0,0,1,0,4,1,4,,,,,,,6,10,0,0,1,1,0,0,1,,,,,,,6,3,1,4,1,0,0,0,0,1,,,,,,7,6,1,4,2,1,0,0,0,,,,,,,6,7,0
2018-05-20,Feroz Shah Kotla,2,174,Mumbai Indians,4,6,2,0,1,0,,,,,,,6,13,1,1,0,0,0,0,0,,,,,,,6,1,0,0,0,0,1,1,1,,,,,,,6,3,0,4,1,1,4,6,1,,,,,,,6,17,0,0,6,0,0,4,6,,,,,,,6,16,0,1,1,1,1,0,1,1,1,,,,,8,7,0
2018-05-20,Maharashtra Cricket Association Stadium,1,,Kings XI Punjab,0,2,0,0,4,1,0,,,,,,7,7,0,0,0,0,1,0,0,,,,,,,6,1,1,4,0,1,1,0,1,,,,,,,6,7,1,0,0,0,1,0,0,,,,,,,6,1,1,1,0,4,0,1,1,,,,,,,6,7,0,0,2,1,1,1,1,,,,,,,6,6,0
2018-05-20,Maharashtra Cricket Association Stadium,2,153,Chennai Super Kings,1,0,2,0,0,0,,,,,,,6,3,0,0,0,0,1,0,4,,,,,,,6,5,1,1,0,0,4,0,4,,,,,,,6,9,0,0,0,4,4,1,1,0,0,,,,,8,10,0,0,0,0,0,0,0,,,,,,,6,0,2,0,0,1,0,4,1,,,,,,,6,6,0
2018-05-22,Wankhede Stadium,1,,Sunrisers Hyderabad,0,0,0,4,4,4,,,,,,,6,12,1,1,0,0,1,0,4,,,,,,,6,6,0,1,1,4,3,1,0,,,,,,,6,10,0,0,4,1,1,0,0,,,,,,,6,6,1,2,0,4,0,1,0,,,,,,,6,7,1,0,0,4,0,1,1,,,,,,,6,6,0
2018-05-22,Wankhede Stadium,2,139,Chennai Super Kings,0,0,0,0,0,1,,,,,,,6,1,1,4,4,4,0,0,1,,,,,,,6,13,0,2,1,0,0,1,1,1,,,,,,7,6,0,0,4,0,0,0,0,,,,,,,6,4,2,1,0,0,0,0,0,,,,,,,6,1,0,1,0,2,4,1,0,,,,,,,6,8,0
2018-05-23,Eden Gardens,1,,Kolkata Knight Riders,4,0,1,0,1,4,,,,,,,6,10,1,1,1,1,1,1,1,0,0,1,,,,9,7,0,0,1,0,0,4,0,,,,,,,6,5,1,0,2,0,0,0,4,,,,,,,6,6,1,0,1,1,0,0,2,,,,,,,6,4,0,4,4,1,4,1,0,,,,,,,6,14,0
2018-05-23,Eden Gardens,2,169,Rajasthan Royals,2,0,0,6,1,0,,,,,,,6,9,0,0,1,1,4,0,0,,,,,,,6,6,0,4,1,0,0,1,0,,,,,,,6,6,0,4,4,1,1,1,0,,,,,,,6,11,0,1,1,0,6,6,0,1,,,,,,7,15,0,0,1,1,1,1,0,,,,,,,6,4,1
2018-05-25,Eden Gardens,1,,Sunrisers Hyderabad,1,0,1,0,0,1,1,,,,,,7,4,0,0,0,1,1,1,1,6,,,,,,7,10,0,1,1,0,1,1,0,,,,,,,6,4,0,0,4,0,4,1,0,,,,,,,6,9,0,1,4,1,1,2,4,,,,,,,6,13,0,1,1,1,1,0,1,,,,,,,6,5,0
2018-05-25,Eden Gardens,2,174,Kolkata Knight Riders,0,0,4,1,0,1,,,,,,,6,6,0,4,1,1,0,1,6,,,,,,,6,13,0,4,6,4,4,1,0,,,,,,,6,19,0,2,0,4,1,1,0,,,,,,,6,8,1,0,0,6,0,6,0,,,,,,,6,12,0,6,1,0,1,0,1,,,,,,,6,9,0
2018-05-27,Wankhede Stadium,1,,Sunrisers Hyderabad,2,1,1,0,1,1,0,,,,,,7,6,0,1,4,0,1,1,1,,,,,,,6,8,1,0,1,0,1,1,0,,,,,,,6,3,0,0,0,0,0,0,0,,,,,,,6,0,0,1,6,0,4,1,0,1,,,,,,7,13,0,1,1,0,6,2,1,1,,,,,,7,12,0
2018-05-27,Wankhede Stadium,2,178,Chennai Super Kings,0,0,0,0,0,0,,,,,,,6,0,0,0,4,0,1,0,0,,,,,,,6,5,0,0,0,0,0,5,0,,,,,,,6,5,0,1,0,4,0,1,0,,,,,,,6,6,1,1,1,0,0,1,1,,,,,,,6,4,0,1,1,1,6,4,1,1,,,,,,7,15,0
2019-03-23,"MA Chidambaram Stadium, Chepauk",1,,Royal Challengers Bangalore,1,0,0,0,4,0,,,,,,,6,5,0,1,1,1,2,1,1,,,,,,,6,7,0,2,0,0,0,0,1,0,,,,,,7,3,0,0,1,0,0,0,6,,,,,,,6,7,1,1,1,1,1,1,1,,,,,,,6,6,0,0,0,2,2,1,0,,,,,,,6,5,1
2019-03-23,"MA Chidambaram Stadium, Chepauk",2,70,Chennai Super Kings,0,0,0,0,0,0,,,,,,,6,0,0,0,1,0,0,1,6,,,,,,,6,8,0,0,0,1,0,1,0,,,,,,,6,2,1,0,0,0,0,0,1,,,,,,,6,1,0,0,0,1,1,1,0,,,,,,,6,3,0,0,0,0,1,1,0,,,,,,,6,2,0
2019-03-24,Wankhede Stadium,1,,Delhi Capitals,2,1,1,0,1,1,0,,,,,,7,6,0,0,4,0,0,1,0,,,,,,,6,5,1,0,0,4,1,0,2,4,,,,,,7,11,0,1,0,6,0,0,4,,,,,,,6,11,1,1,0,1,0,0,1,,,,,,,6,3,0,4,1,1,1,1,1,,,,,,,6,9,0
2019-03-24,Wankhede Stadium,2,213,Mumbai Indians,1,1,0,0,2,1,,,,,,,6,5,0,0,1,1,0,4,0,,,,,,,6,6,0,1,1,4,6,4,1,,,,,,,6,17,0,1,4,0,0,0,0,,,,,,,6,5,1,0,1,1,1,1,0,,,,,,,6,4,0,0,4,4,0,0,1,,,,,,,6,9,2
2019-03-24,Eden Gardens,1,,Sunrisers Hyderabad,0,1,2,1,0,1,1,1,1,,,,9,8,0,0,4,0,4,0,0,,,,,,,6,8,0,1,3,0,0,1,4,,,,,,,6,9,0,0,2,6,0,1,0,,,,,,,6,9,0,0,2,1,0,2,4,,,,,,,6,9,0,1,1,1,4,4,0,,,,,,,6,11,0
2019-03-24,Eden Gardens,2,181,Kolkata Knight Riders,0,0,0,0,1,0,,,,,,,6,1,0,0,6,0,0,0,0,,,,,,,6,6,1,4,0,0,1,4,0,,,,,,,6,9,0,0,4,6,0,0,4,,,,,,,6,14,0,2,1,1,4,1,1,,,,,,,6,10,0,1,0,0,4,1,1,,,,,,,6,7,0
2019-03-25,Sawai Mansingh Stadium,1,,Kings XI Punjab,0,4,0,0,1,1,0,,,,,,7,6,1,0,6,1,0,1,0,,,,,,,6,8,0,0,0,0,4,1,1,1,,,,,,7,7,0,0,0,0,0,0,1,,,,,,,6,1,0,4,0,1,2,1,0,1,,,,,,7,9,0,0,0,1,0,0,0,,,,,,,6,1,0
2019-03-25,Sawai Mansingh Stadium,2,184,Rajasthan Royals,0,0,4,0,4,4,,,,,,,6,12,0,4,1,0,1,0,0,,,,,,,6,6,0,1,4,0,4,0,0,,,,,,,6,9,0,1,0,0,4,0,6,,,,,,,6,11,0,0,4,1,0,2,0,,,,,,,6,7,0,1,4,0,6,4,4,,,,,,,6,19,0
2019-03-26,Feroz Shah Kotla,1,,Delhi Capitals,0,0,1,4,0,2,1,,,,,,7,8,0,0,0,0,4,4,4,,,,,,,6,12,0,4,0,0,0,0,0,,,,,,,6,4,0,0,4,1,1,4,0,1,,,,,,7,11,0,0,1,0,1,0,1,,,,,,,6,3,1,0,0,4,1,0,0,,,,,,,6,5,0
2019-03-26,Feroz Shah Kotla,2,147,Chennai Super Kings,0,1,4,0,1,1,,,,,,,6,7,0,4,0,4,0,1,0,,,,,,,6,9,0,0,4,1,0,1,1,,,,,,,6,7,1,0,0,0,0,4,6,,,,,,,6,10,0,4,1,1,4,4,4,,,,,,,6,18,0,1,4,0,1,0,1,,,,,,,6,7,0
2019-03-27,Eden Gardens,1,,Kolkata Knight Riders,0,0,0,0,1,0,,,,,,,6,1,0,1,6,2,4,6,6,,,,,,,6,25,0,4,0,4,0,0,0,,,,,,,6,8,1,0,1,1,0,0,0,6,,,,,,7,8,1,0,1,0,0,1,0,,,,,,,6,2,0,1,1,0,6,1,0,,,,,,,6,9,0
2019-03-27,Eden Gardens,2,218,Kings XI Punjab,1,0,6,0,4,0,,,,,,,6,11,0,0,0,0,0,1,0,,,,,,,6,1,1,1,4,4,0,0,0,4,,,,,,7,13,0,0,0,1,0,0,4,6,,,,,,7,11,0,1,0,0,4,1,1,,,,,,,6,7,1,5,0,0,1,1,1,,,,,,,6,8,0
2019-03-28,M.Chinnaswamy Stadium,1,,Mumbai Indians,0,1,4,0,4,0,,,,,,,6,9,0,0,1,4,0,0,4,,,,,,,6,9,0,1,0,0,1,4,1,,,,,,,6,7,0,1,0,6,0,0,0,,,,,,,6,7,0,0,0,6,1,0,4,,,,,,,6,11,0,0,0,4,0,1,4,,,,,,,6,9,0
2019-03-28,M.Chinnaswamy Stadium,2,187,Royal Challengers Bangalore,1,0,1,4,0,1,,,,,,,6,7,0,1,0,1,0,0,1,,,,,,,6,3,0,1,1,4,1,4,6,,,,,,,6,17,0,0,0,0,4,4,4,,,,,,,6,12,1,1,0,0,0,4,4,,,,,,,6,9,0,4,6,1,1,0,0,,,,,,,6,12,0
2019-03-29,"Rajiv Gandhi International Stadium, Uppal",1,,Rajasthan Royals,0,0,2,1,0,0,,,,,,,6,3,0,0,0,0,2,2,1,,,,,,,6,5,0,0,1,0,1,4,0,1,,,,,,7,7,0,0,0,4,1,2,0,,,,,,,6,7,1,0,1,2,4,1,1,,,,,,,6,9,0,1,0,1,1,1,0,,,,,,,6,4,0
2019-03-29,"Rajiv Gandhi International Stadium, Uppal",2,198,Sunrisers Hyderabad,4,0,2,6,0,1,1,,,,,,7,14,0,4,1,1,4,1,0,,,,,,,6,11,0,1,1,0,2,4,1,,,,,,,6,9,0,0,0,1,0,0,2,,,,,,,6,3,0,4,4,0,4,1,4,,,,,,,6,17,0,4,0,2,1,4,4,,,,,,,6,15,0
2019-03-30,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,,Mumbai Indians,1,0,1,0,1,4,,,,,,,6,7,0,2,4,1,1,4,1,,,,,,,6,13,0,0,1,4,1,1,1,,,,,,,6,8,0,2,1,1,0,1,2,,,,,,,6,7,0,1,4,1,1,4,4,,,,,,,6,15,0,1,0,0,4,4,3,,,,,,,6,12,1
2019-03-30,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,176,Kings XI Punjab,1,0,0,0,0,4,,,,,,,6,5,0,1,1,0,0,1,0,,,,,,,6,3,0,1,6,6,1,0,1,,,,,,,6,15,0,0,0,0,0,4,0,,,,,,,6,4,0,0,0,4,0,4,1,,,,,,,6,9,0,0,0,0,1,0,1,,,,,,,6,2,0
2019-03-31,"MA Chidambaram Stadium, Chepauk",1,,Chennai Super Kings,0,1,0,0,0,0,,,,,,,6,1,0,0,0,0,0,0,0,,,,,,,6,0,1,0,0,4,2,1,0,,,,,,,6,7,0,0,6,0,0,4,4,,,,,,,6,14,1,0,0,4,1,0,0,,,,,,,6,5,1,0,0,1,0,1,0,,,,,,,6,2,0
2019-03-31,"MA Chidambaram Stadium, Chepauk",2,175,Rajasthan Royals,0,0,0,0,0,0,,,,,,,6,0,1,4,0,1,0,2,1,,,,,,,6,8,0,4,1,0,0,1,0,,,,,,,6,6,1,0,1,4,4,0,1,0,,,,,,7,10,1,0,0,0,1,1,1,1,,,,,,7,4,0,4,0,5,6,1,0,1,,,,,,7,17,0
2019-03-31,"Rajiv Gandhi International Stadium, Uppal",1,,Sunrisers Hyderabad,0,4,1,4,1,4,,,,,,,6,14,0,6,0,0,1,0,0,,,,,,,6,7,0,2,0,2,2,4,1,,,,,,,6,11,0,1,1,1,4,4,0,,,,,,,6,11,0,1,1,1,0,4,1,,,,,,,6,8,0,0,4,4,0,0,0,,,,,,,6,8,0
2019-03-31,"Rajiv Gandhi International Stadium, Uppal",2,231,Royal Challengers Bangalore,0,1,0,1,4,1,,,,,,,6,7,0,0,4,1,0,1,0,,,,,,,6,6,1,0,0,6,1,0,0,,,,,,,6,7,0,0,1,1,0,0,0,,,,,,,6,2,2,0,0,0,0,1,1,,,,,,,6,2,0,0,4,1,1,0,0,,,,,,,6,6,0
2019-04-01,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,,Kings XI Punjab,0,0,4,0,0,1,,,,,,,6,5,0,0,4,0,6,0,0,,,,,,,6,10,1,0,4,4,0,4,0,,,,,,,6,12,0,1,0,2,6,0,1,,,,,,,6,10,1,4,0,0,1,0,2,,,,,,,6,7,0,0,4,4,0,1,1,,,,,,,6,10,0
2019-04-01,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,166,Delhi Capitals,0,1,0,1,4,1,0,,,,,,7,7,1,0,2,1,4,1,1,,,,,,,6,9,0,0,1,0,1,1,1,4,1,,,,,8,9,0,1,0,1,2,1,1,,,,,,,6,6,0,4,4,0,0,0,0,,,,,,,6,8,0,0,4,1,4,0,1,,,,,,,6,10,0
2019-04-02,Sawai Mansingh Stadium,1,,Royal Challengers Bangalore,2,1,1,4,1,1,,,,,,,6,10,0,1,1,0,4,0,0,1,,,,,,7,7,0,2,0,0,0,0,1,,,,,,,6,3,0,4,0,0,0,1,4,,,,,,,6,9,0,1,4,4,0,4,1,,,,,,,6,14,0,0,1,1,1,1,1,,,,,,,6,5,0
2019-04-02,Sawai Mansingh Stadium,2,158,Rajasthan Royals,1,0,4,2,0,1,,,,,,,6,8,0,0,1,1,4,4,0,,,,,,,6,10,0,1,1,2,2,1,4,4,,,,,,7,15,0,4,0,4,0,4,0,,,,,,,6,12,0,0,0,0,0,0,1,,,,,,,6,1,0,0,0,4,0,4,1,,,,,,,6,9,0
2019-04-03,Wankhede Stadium,1,,Mumbai Indians,0,0,0,0,1,1,,,,,,,6,2,0,0,0,0,0,0,1,,,,,,,6,1,0,1,4,0,0,0,1,,,,,,,6,6,1,4,4,1,4,1,1,1,,,,,,7,16,0,0,4,4,4,1,1,,,,,,,6,14,0,0,0,1,0,0,0,,,,,,,6,1,0
2019-04-03,Wankhede Stadium,2,170,Chennai Super Kings,0,0,1,0,0,0,,,,,,,6,1,1,1,4,0,0,0,0,0,,,,,,7,5,1,0,1,6,0,1,0,0,,,,,,7,8,0,0,0,1,6,0,4,,,,,,,6,11,0,0,0,4,4,0,0,,,,,,,6,8,1,0,0,0,1,0,0,,,,,,,6,1,0
2019-04-04,Feroz Shah Kotla,1,,Delhi Capitals,4,0,0,0,4,0,,,,,,,6,8,0,1,1,1,1,1,1,,,,,,,6,6,0,0,0,0,1,0,0,,,,,,,6,1,1,0,1,0,1,1,1,,,,,,,6,4,0,0,1,6,0,0,1,,,,,,,6,8,0,1,4,2,1,1,0,,,,,,,6,9,1
2019-04-04,Feroz Shah Kotla,2,129,Sunrisers Hyderabad,0,0,0,1,4,1,,,,,,,6,6,0,0,0,0,0,0,1,,,,,,,6,1,0,6,4,1,2,0,0,,,,,,,6,13,0,4,4,0,4,0,4,,,,,,,6,16,0,4,1,0,4,1,1,1,,,,,,7,12,0,1,4,0,4,4,1,,,,,,,6,14,0
2019-04-05,M.Chinnaswamy Stadium,1,,Royal Challengers Bangalore,0,4,0,1,4,4,,,,,,,6,13,0,1,1,2,1,0,2,,,,,,,6,7,0,4,1,1,0,1,1,,,,,,,6,8,0,4,0,4,0,4,1,,,,,,,6,13,0,1,4,0,2,0,1,,,,,,,6,8,0,1,1,1,1,0,0,,,,,,,6,4,0
2019-04-05,M.Chinnaswamy Stadium,2,205,Kolkata Knight Riders,1,0,1,2,4,5,4,,,,,,7,17,0,0,0,4,3,4,0,0,,,,,,7,11,1,0,1,0,0,1,1,,,,,,,6,3,0,0,1,0,0,4,2,,,,,,,6,7,0,0,0,4,4,1,4,,,,,,,6,13,0,1,1,0,0,6,0,,,,,,,6,8,0
2019-04-06,"Rajiv Gandhi International Stadium, Uppal",1,,Mumbai Indians,0,0,0,0,0,1,,,,,,,6,1,0,0,6,1,1,0,1,,,,,,,6,9,0,1,0,0,6,2,0,,,,,,,6,9,0,1,0,1,0,0,1,,,,,,,6,3,1,4,0,0,0,2,0,,,,,,,6,6,1,1,0,1,0,0,0,,,,,,,6,2,0
